test_file_path,pass_cnt,total_cnt,pass_rate,full_test
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/Address-1.json,2,2,1.0,"[{'input': '101 Pine St, Seattle, WA 98101', 'output': '98101', 'code_output': '98101'}, {'input': '202 Oak St, Austin, TX 73301', 'output': '73301', 'code_output': '73301'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/Address-2.json,2,2,1.0,"[{'input': '101 Pine St, Seattle, WA 98101', 'output': 'Seattle', 'code_output': 'Seattle'}, {'input': '202 Oak St, Austin, TX 73301', 'output': 'Austin', 'code_output': 'Austin'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/DateOfBirth.json,2,2,1.0,"[{'input': '20240229', 'output': '02-29-2024', 'code_output': '02-29-2024'}, {'input': '20090607', 'output': '06-07-2009', 'code_output': '06-07-2009'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/FilenameDate.json,4,4,1.0,"[{'input': '01_2020_summary.docx', 'output': '01/01/2020', 'code_output': '01/01/2020'}, {'input': '11_2018_notes.txt', 'output': '11/01/2018', 'code_output': '11/01/2018'}, {'input': '05_2015_analysis.pptx', 'output': '05/01/2015', 'code_output': '05/01/2015'}, {'input': '09_2022_overview.doc', 'output': '09/01/2022', 'code_output': '09/01/2022'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/JString-1.json,3,3,1.0,"[{'input': '{""employee"": ""Robert Brown"", ""department"": ""IT"", ""salary"": 80000}', 'output': 'IT', 'code_output': 'IT'}, {'input': '{""employee"": ""Emily Davis"", ""department"": ""Finance"", ""salary"": 90000}', 'output': 'Finance', 'code_output': 'Finance'}, {'input': '{""employee"": ""Michael Wilson"", ""department"": ""Operations"", ""salary"": 70000}', 'output': 'Operations', 'code_output': 'Operations'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/JString-2.json,0,2,0.0,"[{'input': '{""business_id"": ""AMWoN6YUqA-sH1FuwJgKBlQ"", ""type"": ""checkin"", ""location"": ""Seattle"", ""rating"": 3.5}', 'output': 'AMWoN6YUqA-sH1FuwJgKBlQ', 'code_output': None}, {'input': '{""business_id"": ""sH1FuwJgKBlQ5xAMWoN6YUqA"", ""type"": ""checkin"", ""location"": ""Austin"", ""rating"": 4.2}', 'output': 'sH1FuwJgKBlQ5xAMWoN6YUqA', 'code_output': None}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/PersonName-1.json,4,4,1.0,"[{'input': 'sarah\tconnor', 'output': 'sconnor', 'code_output': 'sconnor'}, {'input': 'robert\tbrown', 'output': 'rbrown', 'code_output': 'rbrown'}, {'input': 'emily\twhite', 'output': 'ewhite', 'code_output': 'ewhite'}, {'input': 'david\tlee', 'output': 'dlee', 'code_output': 'dlee'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/PersonName-2.json,3,3,1.0,"[{'input': 'brown, robert', 'output': 'rbrown', 'code_output': 'rbrown'}, {'input': 'white, emily', 'output': 'ewhite', 'code_output': 'ewhite'}, {'input': 'lee, david', 'output': 'dlee', 'code_output': 'dlee'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/PersonName-3.json,2,2,1.0,"[{'input': 'Davis\tM\tSarah', 'output': 'Davis, Sarah M.', 'code_output': 'Davis, Sarah M.'}, {'input': 'Garcia\tN\tLuis', 'output': 'Garcia, Luis N.', 'code_output': 'Garcia, Luis N.'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/Phone-1.json,4,4,1.0,"[{'input': '2125557890', 'output': '(212) 555-7890', 'code_output': '(212) 555-7890'}, {'input': '3105554321', 'output': '(310) 555-4321', 'code_output': '(310) 555-4321'}, {'input': '4155556789', 'output': '(415) 555-6789', 'code_output': '(415) 555-6789'}, {'input': '6075551234', 'output': '(607) 555-1234', 'code_output': '(607) 555-1234'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/Phone-2.json,3,3,1.0,"[{'input': '212-5557890', 'output': '212-555-7890', 'code_output': '212-555-7890'}, {'input': '(310) 5554321', 'output': '310-555-4321', 'code_output': '310-555-4321'}, {'input': '415-5556789', 'output': '415-555-6789', 'code_output': '415-555-6789'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/RentHouse-1.json,0,2,0.0,"[{'input': 'May 7 Cozy apartment $950 / 1br - 400ft2 - (Capitol Hill)', 'output': '400', 'code_output': '-'}, {'input': 'June 11 Family home $2800 / 4br - 2000ft2 - (Redmond)', 'output': '2000', 'code_output': '-'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/RentHouse-2.json,2,2,1.0,"[{'input': 'May 7 Cozy apartment $950 / 1br - 400ft2 - (Capitol Hill)', 'output': '950', 'code_output': '950'}, {'input': 'June 11 Family home $2800 / 4br - 2000ft2 - (Redmond)', 'output': '2800', 'code_output': '2800'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/SSN.json,3,3,1.0,"[{'input': '3216549870', 'output': '321-654-9870', 'code_output': '321-654-9870'}, {'input': '9876543210', 'output': '987-654-3210', 'code_output': '987-654-3210'}, {'input': '9904628817', 'output': '990-462-8817', 'code_output': '990-462-8817'}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/StringProcess-1.json,0,2,0.0,"[{'input': '| styple = ""background #d0e7ff;""|{{Sort|Dallas Cowboys 01|[[1970 Dallas Cowboys season|Dallas Cowboys]]<sup>^</sup>}}', 'output': 'Dallas Cowboys', 'code_output': None}, {'input': '| styple = ""background #d0e7ff;""|{{Sort|Miami Dolphins 01|[[1972 Miami Dolphins season|Miami Dolphins]]<sup>^</sup>}}', 'output': 'Miami Dolphins', 'code_output': None}]"
/home/yangchenyu/megatran/data/DTT-test/Manual-Easy/StringProcess-2.json,3,3,1.0,"[{'input': '1, 2; 3, 4; 5, 6', 'output': '3', 'code_output': '3'}, {'input': 'apple, banana; cherry, date; fig, grape', 'output': 'cherry', 'code_output': 'cherry'}, {'input': 'red, blue; green, yellow; purple, orange', 'output': 'green', 'code_output': 'green'}]"
